date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2018-11-16,7,3.3,11.8,0,,30.3,9.4,,1031.8,
2018-11-17,4.5,0.6,8.7,0,,45.5,9,,1032.1,
2018-11-18,4.8,2.7,7.9,0,,69.4,6,,1025.5,
2018-11-19,2.3,1.3,3.7,2.7,,78.4,7.5,,1017.7,
2018-11-20,3.4,2.2,4.4,6.1,,77.1,13.8,,1015.8,
2018-11-21,5.4,3.8,6.4,1.5,,137.3,5.2,,1017.4,
2018-11-22,5.1,4.6,5.9,1,,128.7,5.9,,1023.6,
2018-11-23,6.2,4.8,7.6,0,,137.5,6.8,,1026.7,
2018-11-24,4.9,3.9,5.8,0,,122.6,8.8,,1021,
2018-11-25,6.6,5.1,7.4,4.8,,46.7,7.2,,1012.6,
2018-11-26,7.2,5.3,8.7,12.4,,38.9,12.6,,1001.6,
2018-11-27,3,0.9,5.1,18.5,,3.8,8.9,,1010.9,
2018-11-28,1.4,0,5,1.5,,15.7,9.1,,1024.6,
2018-11-29,-2.1,-4,-0.9,0,,52.5,9.3,,1034.1,
2018-11-30,-2.7,-1.4,-1.5,0,,129.2,6.7,,1029.4,
2018-12-01,-3.3,-6.6,-6.5,0,,139,5.7,,1024.1,
2018-12-02,-0.4,-2.1,0.9,0,,108.3,9.6,,1021.3,
2018-12-03,2.3,-0.2,5.2,0,,36.7,6,,1014,
2018-12-04,6.3,2,11,2.3,,290.2,8.3,9.3,1014.4,
2018-12-05,3.3,-0.6,6.9,0.3,,316.5,10.4,,1027.2,
2018-12-06,0.2,-3.2,4.1,0,,95.7,6.9,,1028.2,
2018-12-07,2.5,0.7,5,0,,151.7,6.8,,1020.4,
2018-12-08,3.5,1.1,7.4,2,,326,7.5,,1011.8,
2018-12-09,2.7,-0.1,5.6,2.5,,182.7,8.2,,1007,
2018-12-10,5.2,2.2,7.7,0.5,,281.4,15.9,54,1010.6,
2018-12-11,2.4,0,3.6,0,,272.1,12,,1015.2,
2018-12-12,1.9,0.3,4.8,0.5,,332.4,8.2,,1018.6,
2018-12-13,-0.8,-3.6,4.2,0,,335,4.5,,1022.4,
2018-12-14,-1.5,-4.5,1.4,0,,0.2,7.8,,1022.9,
2018-12-15,-0.6,-1.1,0.2,0.5,,357.5,7.9,,1020.8,
2018-12-16,-2.1,-0.1,1.5,3,,276.6,5,,1020.8,
2018-12-17,-5.8,-2.8,-2.7,0,,118.4,3.6,,1024.6,
2018-12-18,-5.6,-11,-0.1,0,,171.7,3.5,,1030.3,
2018-12-19,-6.7,-4.3,-4.1,0,,74.4,5.4,,1030.2,
2018-12-20,-5.5,-9.1,-8.4,0.3,,89.2,6,,1026.6,
2018-12-21,-1.8,-4,1.1,0,,99.8,5.3,,1024.3,
2018-12-22,3.6,-1.5,8.4,2.2,,202.4,8.7,36,1015.4,
2018-12-23,7.5,10.1,10.5,0,,265,14.4,,1019.8,
2018-12-24,4.4,1.5,7.4,6.9,,279.2,15.4,58,1014.2,
2018-12-25,2.4,0.7,3.9,2.8,,312.1,17.4,43,1027.1,
2018-12-26,4.2,3.3,5.7,0,,297.5,17.7,50,1026.8,
2018-12-27,4,0.1,7.9,0,,271.2,7.9,,1025.8,
2018-12-28,5.7,3.7,8.1,0,,266,9.5,40,1022.7,
2018-12-29,5.7,4.1,8.6,0.8,,309.2,13.7,40,1025.9,
2018-12-30,4.4,2.9,5.9,0,,289.9,11.4,43,1023.3,
2018-12-31,4.5,1.7,7.6,2.3,,328.9,13.2,,1026,
2019-01-01,0.8,-2.6,2.8,0,,235.2,7.7,,1025.7,
2019-01-02,3.2,1.5,5,0.5,,295.8,20,61,1014.8,
2019-01-03,-0.6,-0.3,1.2,0,,319.6,20.7,58,1022.9,
2019-01-04,-1.5,-0.1,0.9,0,,312.9,9.7,,1027.4,
2019-01-05,-0.3,-3.2,2.7,1.5,,250.8,9.9,,1017.7,
2019-01-06,0.9,-0.1,3.5,4.8,,334,12.2,,1018.5,
2019-01-07,-4.3,-7.8,0,0,,229.5,5.2,,1029.1,
2019-01-08,-4.2,-8.3,-8.3,4.5,,150.1,6.4,,1017.3,
2019-01-09,-2.6,-1,-0.9,3,,59.2,5.7,,1006,
2019-01-10,-1.7,-3.1,1.2,0,,356.3,7.4,,1012.6,
2019-01-11,-1.7,-3.9,0.9,0,,314.3,12.5,,1018.4,
2019-01-12,0.9,-3.4,3.8,0,,265.1,12.5,,1015.7,
2019-01-13,3,0.9,5.8,0,,238.6,10.4,,1006.6,
2019-01-14,4,1.7,6.6,2.8,,284.1,21.2,72,998.1,
2019-01-15,2.1,-0.9,4.6,0,,294.1,20.4,58,1012.9,
2019-01-16,5.3,2.1,7.2,0.2,,274.4,15.3,,1013.7,
2019-01-17,5.1,-0.6,11.1,0.6,,179.7,7.2,,1011.3,
2019-01-18,4.4,0.5,6.6,1.5,,278.4,13.4,43,1015,
2019-01-19,-0.3,-3.1,2.4,0,,53.5,7.2,,1021.7,
2019-01-20,-1,-0.1,0.4,1,,18.5,6.6,,1018,
2019-01-21,-3.1,-7.6,2,1,,97.5,5.3,,1022.2,
2019-01-22,-3.8,-1.7,-1.6,0,,53.9,6.7,,1015.9,
2019-01-23,-2.7,-5.9,-1.2,0.5,,31.3,8.2,,1003.9,
2019-01-24,0,-2.1,3.3,1,,340.5,12.7,,1003.7,
2019-01-25,-2.5,-3.6,-1.2,0,,320.7,13.6,36,1010.4,
2019-01-26,-1.3,-0.6,1.7,0,,281.1,13.1,,1010.1,
2019-01-27,0.2,-1.6,3.3,0.2,,129.8,9.6,,1004.8,
2019-01-28,0.2,-0.1,1,7.3,,33,6.5,,998.7,
2019-01-29,2.1,-2,5.3,0,,298.7,8,,1006.3,
2019-01-30,0.4,-1.1,1.7,0.3,,86.3,3.9,,1004.8,
2019-01-31,1.3,-2.1,5.5,0,,80.6,4.9,,1005.1,
2019-02-01,2.1,0.2,4,0.3,,109.4,9.9,,1007.1,
2019-02-02,7.8,3.5,13,2.3,,54.9,8.2,,1004.1,
2019-02-03,7.5,11.2,11.2,0.3,,58.7,10.8,50,1006.9,
2019-02-04,3.5,2.4,5.7,4.1,,310.2,16.5,,1025.7,
2019-02-05,2.7,0.5,4.8,0,,336.4,6.2,,1029.3,
2019-02-06,1.4,-2.7,7.2,0,,342.2,5.8,,1028.2,
2019-02-07,0.2,-4.6,6.4,0,,95.4,6.7,,1024.8,
2019-02-08,1.2,-2.2,4.3,0,,191.6,4.8,,1023.1,
2019-02-09,2.7,-0.1,7,0,,148.7,6.9,,1021.6,
2019-02-10,3.7,-0.8,8.4,0,,133.4,9.9,47,1016.5,
2019-02-11,6.8,5.3,8.5,0.5,,286.2,16.4,47,1007.3,
2019-02-12,3.8,2.1,6,0,,313.7,21,76,1021.1,
2019-02-13,2.9,0.4,5.1,0,,297.4,11.2,,1033.7,
2019-02-14,6.9,1.5,11.9,0,,310.2,11.9,,1032.9,
2019-02-15,5.2,1.7,10.8,0,,302.9,6,,1033.8,
2019-02-16,3.8,-3.1,11.6,0,,150.2,5.9,,1032.2,
2019-02-17,4.5,-2.4,9.4,0,,137.6,5.4,,1029,
2019-02-18,6,-0.6,14.2,0,,106.1,5.9,,1025.4,
2019-02-19,6.4,-0.6,14,0,,346.2,6.8,,1020.9,
2019-02-20,7,2.1,11.9,0,,294.2,11.7,,1022.5,
2019-02-21,7.3,-0.3,12.1,1,,279.1,9.2,40,1026.3,
2019-02-22,5.7,0,12.7,0.9,,341.3,15.4,50,1024.6,
2019-02-23,-1.3,-4.9,3.4,0,,27.8,9.5,,1041.2,
2019-02-24,-0.2,-4.9,3.4,0,,287.2,4.5,,1040.1,
2019-02-25,3.2,-2.4,8.9,0,,207.7,7.4,,1035.4,
2019-02-26,7.9,-0.6,15.1,0,,318.7,13.1,,1025.2,
2019-02-27,8.4,4,14.2,0,,303.9,8.5,,1024.5,
2019-02-28,11.7,1.7,20,0,,254.5,15.3,61,1012.6,
2019-03-01,10.9,9.1,14.6,0,,293.2,14.4,43,1009.8,
2019-03-02,6.7,3.1,10.5,0,,289.1,11.6,,1015.2,
2019-03-03,7.3,3.6,12.7,0,,219.1,7,,1017.3,
2019-03-04,10.9,3.3,18.6,0,,182.4,13.2,58,1006.8,
2019-03-05,10.4,10.1,14.1,0.4,,276.5,18.5,,1009.6,
2019-03-06,8.5,4.3,12.7,2,,270.8,10.7,32,1017.4,
2019-03-07,12.7,8,17,0,,183.7,15,50,1010.5,
2019-03-08,11.4,5.3,15.9,0,,249.7,7.3,32,1015.9,
2019-03-09,10.9,7.9,15.2,0.3,,242.9,11.2,,1018.7,
2019-03-10,11.3,7.4,13.8,0.5,,238.8,14.7,58,1012.2,
2019-03-11,8.4,10.6,9.8,0.8,,295.9,21,76,1013.6,
2019-03-12,5.3,0.8,10,0,,309.1,13.6,,1020.3,
2019-03-13,2.1,-2,9.3,0,,201,9.2,,1016.4,
2019-03-14,6.2,2,11.2,1,,228.2,7.9,,1011,
2019-03-15,8.3,4.8,12.4,0,,258.8,14.2,,1007.3,
2019-03-16,8.3,10.5,11.1,2,,265.5,15.5,,1011,
2019-03-17,12.5,2.7,21.7,0,,175.5,9.6,40,1010.3,
2019-03-18,9.2,10.8,9.6,0.3,,298.8,18.9,65,1014.1,
2019-03-19,7.6,10.1,10.5,0,,323.6,9.6,,1023.8,
2019-03-20,7.5,10.7,12.4,0,,332.5,7.9,,1031.8,
2019-03-21,7.8,0.7,14.5,0,,306.7,6.4,,1035.1,
2019-03-22,9.9,0.4,18.1,0,,41,5.3,,1031.7,
2019-03-23,12.7,5.8,19.8,0,,10.6,6.1,,1027.7,
2019-03-24,14.1,4.5,22.2,0,,218.5,6,,1020.6,
2019-03-25,11.4,10.1,15.6,0,,298.6,16.5,50,1013.6,
2019-03-26,8.3,4.6,12.2,0,,312.5,17.1,47,1021.1,
2019-03-27,8.9,10.6,13.2,0,,313.8,9.9,,1027,
2019-03-28,8.5,-0.2,15.3,0,,349.8,7.4,,1030.4,
2019-03-29,10.4,4.3,17,0,,345.6,8.3,,1031.1,
2019-03-30,10.9,1.9,19.2,0,,181.4,6.4,,1025.6,
2019-03-31,13.6,2.5,22.5,,,,,,,
2019-04-01,14.2,10.3,20.5,0,,40.3,10.4,,1018.6,
2019-04-02,12,5.3,18.8,0,,63.2,9.6,,1018.7,
2019-04-03,12.7,6.7,19.2,0,,112.8,12,,1013,
2019-04-04,14.2,7.1,20.8,0,,110,11.1,,1008.4,
2019-04-05,13.3,7.4,20.8,1.9,,115.8,12.8,43,1006.8,
2019-04-06,10,10.3,14.3,3,,89.3,6.9,25,1008.8,
2019-04-07,12.4,6.1,18.9,0,,60.6,8.8,,1007.9,
2019-04-08,15.5,9.5,23.1,0.3,,14.7,9,,1005.2,
2019-04-09,16.6,12.4,22.7,0,,327.9,8,,1005.2,
2019-04-10,16.4,11.6,22,1.6,,30.4,8.8,,1006.6,
2019-04-11,12.5,10.3,16.5,0.5,,10,9,,1010.1,
2019-04-12,9.3,7.1,9.9,7.9,,354.2,10.5,,1014.3,
2019-04-13,9.9,7.3,13.2,0.3,,11.1,7.8,,1016.1,
2019-04-14,11.2,7.3,15,0.3,,4.9,7.6,,1016.1,
2019-04-15,11.8,7.8,16.8,0,,41,11.1,,1020,
2019-04-16,11.6,4,18.1,0,,5.5,8.4,,1021.2,
2019-04-17,12,4.6,17.5,0,,24.8,8.4,,1021.6,
2019-04-18,14.5,7.4,20.6,0,,55.2,9.5,,1027.2,
2019-04-19,16.5,9.6,23.4,0,,356.7,8.7,,1028.5,
2019-04-20,15.3,7.4,22.1,0,,326.8,7.3,,1027.7,
2019-04-21,16.1,7.4,22.9,0,,292.3,8.7,,1020.8,
2019-04-22,13.4,6.3,18.3,0.1,,54.2,11.7,,1015.4,
2019-04-23,10.8,8.2,13.6,3.6,,98.7,15.9,47,1016.2,
2019-04-24,16.6,10,23.9,0.7,,110.4,12.5,36,1016.9,
2019-04-25,19.5,12.2,26.4,0,,161.5,11.4,40,1017,
2019-04-26,21.2,12.9,29,0,,183.3,10.4,54,1013.8,
2019-04-27,13.8,10.8,15.9,1.8,,288.7,12.8,40,1013,
2019-04-28,12.4,10.6,15.8,0,,307.7,16,54,1013.1,
2019-04-29,11.7,9,14.2,1.8,,314.8,6.9,24.1,1012.7,
2019-04-30,13.6,9.3,18.2,0.8,,318,9.8,40,1009,
2019-05-01,16.2,12.2,20.6,0,,315,15.1,47,1007.7,
2019-05-02,16.9,9.3,22.9,0,,261.7,11.6,43,1008.5,
2019-05-03,14.5,9.7,18.6,0.1,,244.8,11.6,9.3,1007.1,
2019-05-04,11.8,10.7,12.9,1.5,,43.7,4.9,9.3,1007.3,
2019-05-05,10.3,10.6,11.9,10.4,,18.3,7.8,27.8,1004.1,
2019-05-06,6.7,5.3,7.8,25.4,,325.9,11,29,1009.5,
2019-05-07,10.3,5.3,14.7,21.6,,315.4,11.4,36,1015.7,
2019-05-08,11.4,2.4,17.5,0,,142.5,8.3,9.3,1016,
2019-05-09,10.4,8.6,12.1,1.3,,151.4,8.8,9.3,1007.3,
2019-05-10,13.9,7.1,19.5,4.6,,286,9.9,43,1009.3,
2019-05-11,16.4,7.9,22.6,0,,220.6,7,9.3,1013.4,
2019-05-12,17.3,11.7,23.8,1.8,,40.5,10.1,36,1016,
2019-05-13,16.3,13.2,22.2,0.5,,344.1,11.7,36,1020.4,
2019-05-14,8.1,7.3,9,7.4,,340.9,10.1,32,1020,
2019-05-15,10.2,8,12.2,4.8,,342.3,8.1,9.3,1013.8,
2019-05-16,10.7,10.2,14,7.9,,164.7,5.2,14.8,1014.7,
2019-05-17,11.7,5.8,16.7,0,,223.4,6.4,9.3,1013.8,
2019-05-18,17,9.8,23.3,0,,50.9,5.1,9.3,1010.5,
2019-05-19,16.8,12.1,24,1.4,,58.4,6.9,29,1006.4,
2019-05-20,16.8,12.8,22,22.4,,188.4,9.6,36,1005.5,
2019-05-21,16.3,10.7,21.7,0,,217.3,12,43,1007.2,
2019-05-22,14.7,13.8,15.7,0.8,,253,15.9,54,1009.7,
2019-05-23,14.5,13.3,16.7,4.1,,299.6,19.5,50,1013,
2019-05-24,16,11.8,20.9,0,,325.5,7,25,1012.7,
2019-05-25,18.2,11.5,24.6,0.3,,299.3,6.4,9.3,1013,
2019-05-26,19.9,10.9,26.4,0,,172.2,5.7,9.3,1014.5,
2019-05-27,17.6,14.3,21.5,3.5,,90.9,5.2,9.3,1012.7,
2019-05-28,17.4,13.3,22,1.8,,114.7,8.1,9.3,1007,
2019-05-29,16.9,15.2,22,19.3,,349.9,6.7,18.5,1010.6,
2019-05-30,13.8,12.6,16,66,,9.7,6.8,20.4,1019.1,
2019-05-31,17.6,12.5,22.3,0.5,,338.8,6.9,20.4,1022,
2019-06-01,20.6,14.6,25.8,0,,19,10.4,40,1019.1,
2019-06-02,21.7,15.4,26.4,1.8,,27.1,9.2,47,1017.7,
2019-06-03,21.3,17.1,28.1,0,,25.3,9.4,36,1015.5,
2019-06-04,22.2,17.9,27,1,,30.2,7.2,29,1012.9,
2019-06-05,19.8,16.3,24.3,8.5,,75.6,7.5,29,1011,
2019-06-06,20,15.1,24.4,2.1,,120.3,7.9,29,1012.6,
2019-06-07,22,16.5,27.3,3,,175,8.5,25,1014.8,
2019-06-08,22.6,15.4,29.2,0,,352.1,9.3,36,1017.8,
2019-06-09,23.9,16.5,29.7,0,,58.9,7.9,32,1021.6,
2019-06-10,25.6,19.5,31,0,,92.5,7.9,25,1016.9,
2019-06-11,25.7,19.8,31.4,0.2,,89.3,9.9,32,1013.4,
2019-06-12,26.1,19.5,32.1,0,,117.5,9.2,32,1013.6,
2019-06-13,27.5,20.7,33.9,0,,116.4,10.4,32,1013.3,
2019-06-14,27.4,20,33.3,0,,183.9,6.2,9.3,1016.1,
2019-06-15,27.1,20.3,33.6,0,,160.6,7.2,9.3,1014.6,
2019-06-16,25.4,19.7,34.1,3.8,,39.9,7.7,43,1013.2,
2019-06-17,22.8,19.4,28.4,23.8,,16.5,9,32,1017.2,
2019-06-18,23.7,17.7,29.9,0.6,,60.7,6.6,9.3,1016.5,
2019-06-19,23.2,18.9,30.2,14.6,,92.2,6.9,40,1013.7,
2019-06-20,22.4,18.2,27.8,11.8,,91.1,6.2,7.4,1012.5,
2019-06-21,24.2,18.3,29.5,2.3,,309,8.4,9.3,1014.7,
2019-06-22,23.4,18,28.8,2.1,,67,8.2,9.3,1016.7,
2019-06-23,20.7,17.7,25.8,22.1,,9.9,6.3,36,1015.4,
2019-06-24,24.4,19.2,29.1,47.8,,15.4,10.2,29,1018.5,
2019-06-25,26.2,20.5,31.3,0,,48.5,8.9,36,1022.9,
2019-06-26,27.9,21.7,32.9,0,,219,5.7,18.5,1023.4,
2019-06-27,28.2,20.8,34.6,0.5,,262.7,10.5,9.3,1016.8,
2019-06-28,23.4,19.2,27.6,0,,353.5,9.5,32,1017.7,
2019-06-29,22.4,15.7,27.8,0,,309.2,7,9.3,1021,
2019-06-30,24.4,15.6,30.7,0,,215.6,7.5,9.3,1020.2,
2019-07-01,26.6,17.3,35,0,,170.3,8.2,27.8,1016.4,
2019-07-02,27.1,20.3,32.4,0.1,,314.9,10.7,32,1014.1,
2019-07-03,24.9,19.6,29.4,0,,328.8,10.4,32,1016.8,
2019-07-04,22.6,18.1,28,0,,304.3,8.2,9.3,1019.4,
2019-07-05,23,13.4,30.4,0,,257.6,10,9.3,1015.3,
2019-07-06,25.1,15.2,32.1,0,,224,8.4,9.3,1011.8,
2019-07-07,23.4,19.1,30.2,0.8,,262.3,10.4,50,1007.4,
2019-07-08,20.6,17.6,24.3,0,,308.2,10.8,9.3,1013,
2019-07-09,20.2,14.6,24.8,0,,353.1,8.1,9.3,1014.3,
2019-07-10,19.7,15.7,23.6,0,,321.8,11.1,40,1013.9,
2019-07-11,18.8,11.4,25.9,0,,315.3,9.5,9.3,1012.9,
2019-07-12,16.9,11.6,20.6,0,,181.4,6.7,9.3,1013.4,
2019-07-13,17.5,14.3,22.9,2.8,,272.2,6.3,9.3,1010.6,
2019-07-14,18.7,14.4,24.7,24.4,,350.3,7.5,47,1010.3,
2019-07-15,20,14.3,25.7,0,,336,5.6,9.3,1012.2,
2019-07-16,21.5,13,27.2,0,,328.2,8.5,9.3,1012.5,
2019-07-17,21.3,16,26,0,,300.5,11.9,9.3,1013,
2019-07-18,20,15.7,24.5,0.7,,108.3,7.3,9.3,1013,
2019-07-19,22.2,14.4,29.1,0,,142.5,6.4,9.3,1016,
2019-07-20,24.6,16.5,31.4,0,,145.9,7.7,9.3,1017.1,
2019-07-21,25.2,18.5,33.2,0,,114.2,8.1,36,1018,
2019-07-22,24.9,17.4,30.7,0,,334.6,8.9,36,1021.1,
2019-07-23,25.2,20.7,30.4,0,,351.8,9.8,9.3,1018.7,
2019-07-24,23.5,16.7,29.6,0,,166.4,6.3,9.3,1018,
2019-07-25,24.8,18,31.3,0,,95.2,7.8,18.5,1017.5,
2019-07-26,24,18.3,32.8,0,,133.1,7.5,9.3,1011.4,
2019-07-27,21.1,18.7,24.8,1,,58.9,11,54,1006.6,
2019-07-28,21.3,17.6,27.3,23.9,,62.7,9.6,36,1003.4,
2019-07-29,22.1,18.6,27,31.8,,16.6,6.1,24.1,1005.5,
2019-07-30,25.2,18.4,31.4,0.3,,297.3,7.9,29,1008.1,
2019-07-31,26.4,21.7,31.5,0,,327.2,8.5,27.8,1010.8,
2019-08-01,24.6,21,29.8,0,,309.2,10.2,32,1013.7,
2019-08-02,20.8,16,27.6,0,,345,5.2,9.3,1012.8,
2019-08-03,21.2,17,26.3,5.1,,331.3,7.8,32,1010,
2019-08-04,20.8,16.2,26.2,0,,316.1,7.2,25,1013.9,
2019-08-05,21.9,13.3,28.1,0,,247.1,7.1,9.3,1014.9,
2019-08-06,23.5,17.6,30,0.5,,185.5,6.3,25.9,1013.5,
2019-08-07,24.8,18.7,30.5,0,,146.2,7.8,29,1010.5,
2019-08-08,21.9,20.6,24.5,0,,281,9.6,40,1012.6,
2019-08-09,24.5,17.2,31,0,,230.3,7.2,9.3,1014.7,
2019-08-10,26.3,18.9,33,0,,141.5,7,9.3,1014.6,
2019-08-11,26.7,21.7,32.8,0,,293.2,8.6,9.3,1016.3,
2019-08-12,25.5,20.1,35.1,0,,131,6.9,25.9,1013.1,
2019-08-13,23.5,20.7,26.7,0,,331.1,11.2,43,1012.6,
2019-08-14,17.8,14.7,22.3,13.7,,314.1,11.3,36,1014.1,
2019-08-15,18.4,12.4,24.9,4.6,,320.8,5.6,9.3,1016.5,
2019-08-16,19.4,12.2,25.4,0,,328.3,8,9.3,1016.1,
2019-08-17,20.7,13.3,26.8,0,,280.3,5.4,9.3,1016.6,
2019-08-18,22.8,15.4,30.2,0,,154.6,8,9.3,1015.2,
2019-08-19,25,17,33.2,0,,132.1,8,25.9,1016.1,
2019-08-20,26.5,19.2,33.9,0,,82.7,5.3,18.5,1018.1,
2019-08-21,23.5,20.1,28.9,0,,331.8,12.9,37,1020.4,
2019-08-22,23.3,16.7,29.7,0,,356.1,7.4,25,1023.4,
2019-08-23,24.8,20.3,31,0,,12.2,7.3,20.4,1023.4,
2019-08-24,26.3,19.8,32.3,0,,49.2,7.8,25,1021.1,
2019-08-25,26.4,21.2,31.8,0,,331.2,7,22.2,1019.6,
2019-08-26,24.2,21.8,28.8,0,,40.4,7.2,25,1020.2,
2019-08-27,25.2,20.6,30.7,0,,64.7,6.6,22.2,1019.7,
2019-08-28,26.5,19.8,33.8,0.1,,91.1,8.1,25,1018.8,
2019-08-29,26.7,19.2,34.4,0,,84.6,6.1,9.3,1018,
2019-08-30,25.9,20.2,34.5,0,,10.7,6.6,40,1019.4,
2019-08-31,26.8,21.3,33.5,0,,42.2,7.9,20.4,1017.6,
2019-09-01,25.9,19.2,33.5,0,,80.1,7.2,24.1,1013.2,
2019-09-02,23.9,19.2,31.7,0,,357.2,9.6,9.3,1014,
2019-09-03,16.8,14.5,19.8,0,,333.7,11.3,9.3,1020,
2019-09-04,18,11.9,25.2,1,,359,5.1,9.3,1020.8,
2019-09-05,19.5,11.9,26.5,0,,79.9,5.7,9.3,1016,
2019-09-06,20.8,14.4,27.1,0,,46.8,7.9,9.3,1018.3,
2019-09-07,17.4,15.4,19.8,2.3,,38.8,6.4,18.5,1017.1,
2019-09-08,18.4,15.1,22.2,18.5,,88.7,5.6,9.3,1016.8,
2019-09-09,16.7,13.2,19.7,14.2,,111.8,6.9,9.3,1012.6,
2019-09-10,15.8,9.2,22.6,16.5,,75.8,5.3,9.3,1020.2,
2019-09-11,18.9,11.7,25.3,0,,21.4,6.1,9.3,1023.1,
2019-09-12,20.8,14.9,25.9,0,,321.7,9.2,32,1027,
2019-09-13,20.4,13.5,26.4,0,,311.8,8,32,1028.6,
2019-09-14,20,16,25.7,0,,328.9,8.1,9.3,1028.4,
2019-09-15,16.5,9.6,23.6,0,,263.4,5.7,9.3,1026.5,
2019-09-16,20.2,11.3,28.3,0,,224.4,7.4,9.3,1018.1,
2019-09-17,19.8,17.5,24,0.3,,276.3,11.6,9.3,1014.1,
2019-09-18,14.3,10.1,18.3,0,,304.5,14.2,43,1020,
2019-09-19,12.3,5.5,18.3,0,,312.2,9.3,9.3,1024.5,
2019-09-20,11.9,4.1,18.1,0,,319.8,6.3,9.3,1027.3,
2019-09-21,11.5,4.5,19.5,0,,104.7,5.8,9.3,1026.9,
2019-09-22,14.3,6.4,22.2,0,,86.5,7.3,29,1020.4,
2019-09-23,14.9,12.8,17,0,,37.3,6.9,22.2,1014.8,
2019-09-24,17.2,14.3,22.2,0,,341.7,6.3,9.3,1012.9,
2019-09-25,16.9,12.3,21.6,0,,147,5.2,9.3,1011.2,
2019-09-26,17.2,13.8,22.7,2,,298.2,8.6,9.3,1012.8,
2019-09-27,16.7,8.6,23.6,0,,183.5,6.2,9.3,1016.9,
2019-09-28,16.5,12.9,22.8,0,,266.8,6.6,9.3,1017.1,
2019-09-29,17,12,23.1,0,,171.7,7.9,9.3,1015.6,
2019-09-30,18.5,12,26,0,,227,12,58,1008.6,
2019-10-01,16.5,9.1,23,2.3,,199.1,10.2,9.3,1013.4,
2019-10-02,16.4,11.6,25,0,,36.7,9.1,32,1005.8,
2019-10-03,12,10.3,15.1,2.8,,312.5,17.1,43,1011,
2019-10-04,10.3,5.1,15.8,0,,359.1,5.8,9.3,1014,
2019-10-05,10.3,7.3,13.2,3.9,,169.1,6.9,32,1009.7,
2019-10-06,10.3,10.1,14.5,0,,320,9.1,9.3,1014.7,
2019-10-07,8.2,10.1,13,0,,71.1,6.7,9.3,1018.7,
2019-10-08,8.5,0.3,14.8,0,,140.9,8.6,9.3,1021.6,
2019-10-09,14.7,6.4,21.2,0,,174.3,9.6,32,1014.9,
2019-10-10,13.7,11.4,17.8,1.4,,257.8,12.2,40,1017.4,
2019-10-11,12.4,6.2,10,0,,208.1,8.2,25,1024.5,
2019-10-12,13.3,6.7,21.5,0,,136.1,7.6,20.4,1022.8,
2019-10-13,15,8.1,22.4,0,,110.9,7.5,9.3,1022.2,
2019-10-14,15.5,9.9,24,0,,70.7,5.9,14.8,1021.2,
2019-10-15,16,9.6,9.8,0,,93,6.6,20.4,1016.4,
2019-10-16,14.2,9.2,20.1,0,,6.5,6.6,9.3,1016.4,
2019-10-17,14.2,7.2,21.9,0,,321.6,4.5,9.3,1019.4,
2019-10-18,14.8,8.9,22.2,0,,124.7,6.2,9.3,1017.2,
2019-10-19,15.5,8.5,23.2,0,,149.9,8.8,9.3,1016.4,
2019-10-20,17,9.6,25,0,,145.4,9.4,36,1017.9,
2019-10-21,18.1,12,25.8,0,,148,7.6,25,1020.3,
2019-10-22,16.8,10.4,25,0,,84,5.8,9.3,1022.7,
2019-10-23,17.1,10.7,25.7,0,,60.9,6.4,18.5,1021.3,
2019-10-24,15.9,9.9,24.2,0,,65,7.2,20.4,1017.4,
2019-10-25,15.3,8.6,24.3,0,,330.7,5.7,9.3,1019.8,
2019-10-26,12.9,6.2,20.3,0,,64.4,4.7,9.3,1023.6,
2019-10-27,12.7,6.2,20.7,0,,127.7,4.8,9.3,1020,
2019-10-28,11.5,6.2,19.2,0,,323.1,7.2,9.3,1017.8,
2019-10-29,8.3,7.2,9.9,4.3,,5.6,4.9,9.3,1020.7,
2019-10-30,6.9,4.4,9.7,3,,355.5,5,9.3,1026.5,
2019-10-31,5.3,0.8,9.4,0,,15.5,5.3,9.3,1027,
2019-11-01,6.1,1,9.9,0,,99.1,6.9,9.3,1023.2,
2019-11-02,6.9,4.1,9.9,0,,108.2,8.7,29,1010.3,
2019-11-03,12.4,7.9,17.2,1.3,,114.3,9.7,27.8,1001,
2019-11-04,11,10.5,9.8,6.6,,166.4,7.9,9.3,997.5,
2019-11-05,10.9,6.7,10,8.9,,108.9,5.5,25.9,1001.1,
2019-11-06,10.3,10.1,9.9,22.1,,248.5,8.4,9.3,1004.5,
2019-11-07,9.3,7.7,10,0.5,,76.5,5.2,9.3,1008.5,
2019-11-08,10,7.8,12.7,0,,91.6,9.1,29,1010.1,
2019-11-09,10.7,10.1,13.3,0,,117.6,6.3,9.3,1010.4,
2019-11-10,7.7,6.7,9.2,10.7,,312.1,10.1,29,1010,
2019-11-11,6.7,10.6,11.2,8.4,,169.8,7.9,25.9,1017.6,
2019-11-12,8.7,5.3,9.7,0,,79.6,10.1,29.6,1010.4,
2019-11-13,13.8,10.1,18.8,6.4,,126.5,11.1,50,1002.2,
2019-11-14,7.5,2.4,11.4,0.8,,341.5,5.5,9.3,1011.7,
2019-11-15,10.5,8.6,11.5,0.5,,97,8,29,1013.2,
2019-11-16,11.6,8.7,14.1,0,,71,7.2,25.9,1015.6,
2019-11-17,12.6,9.2,17.1,0,,97.4,12,32,1015.3,
